The Departed, 2006, 6 Oct 2006, English, 151, William Monahan (screenplay)  Alan Mak  Felix Chong, Martin Scorsese, 8.5, R, tt0407887, 731944, Crime  Drama  Thriller, Won 4 Oscars. Another 93 wins & 83 nominations.
The Prestige, 2006, 20 Oct 2006, English, 130, Jonathan Nolan (screenplay)  Christopher Nolan (screenplay)  Christopher Priest (novel), Christopher Nolan, 8.5, PG-13, tt0482571, 702084, Drama  Mystery  Thriller, Nominated for 2 Oscars. Another 6 wins & 22 nominations.
The Fast and the Furious: Tokyo Drift, 2006, 16 Jun 2006, English, 104, Chris Morgan, Justin Lin, 5.9, PG-13, tt0463985, 148268, Action  Crime  Drama, 4 nominations.
'V for Vendetta' Unmasked, 2006, 16 Mar 2006, English, 30, Richard Brehm, Josh Oreck, 7.4, N/A, tt0775408, 197, Documentary, N/A
The Devil Wears Prada, 2006, 30 Jun 2006, English, 109, Aline Brosh McKenna (screenplay)  Lauren Weisberger (novel), David Frankel, 6.8, PG-13, tt0458352, 244133, Comedy  Drama  Romance, Nominated for 2 Oscars. Another 23 wins & 36 nominations.
X-Men: The Last Stand, 2006, 26 May 2006, English, 104, Simon Kinberg  Zak Penn, Brett Ratner, 6.8, PG-13, tt0376994, 327521, Action  Adventure  Sci-Fi, 6 wins & 32 nominations.
Perfume: The Story of a Murderer, 2006, 5 Jan 2007, English, 147, Andrew Birkin (screenplay)  Bernd Eichinger (screenplay)  Tom Tykwer (screenplay)  Patrick Süskind (novel), Tom Tykwer, 7.5, R, tt0396171, 171999, Crime  Drama  Fantasy, 15 wins & 16 nominations.
She's the Man, 2006, 17 Mar 2006, English, 105, Ewan Leslie (screenplay)  Karen McCullah (screenplay)  Kirsten Smith (screenplay)  Ewan Leslie (story), Andy Fickman, 6.4, PG-13, tt0454945, 98091, Comedy  Romance, 2 wins & 2 nominations.
Step Up, 2006, 11 Aug 2006, English, 104, Duane Adler (screenplay)  Melissa Rosenberg (screenplay)  Duane Adler (story), Anne Fletcher, 6.5, PG-13, tt0462590, 77755, Crime  Drama  Music, 1 win & 3 nominations.
Night at the Museum, 2006, 22 Dec 2006, English, 108, Robert Ben Garant (screenplay)  Thomas Lennon (screenplay)  Robert Ben Garant (screen story)  Thomas Lennon (screen story)  Milan Trenc (book), Shawn Levy, 6.4, PG, tt0477347, 199143, Action  Adventure  Comedy, 2 wins & 8 nominations.
Superman Returns, 2006, 28 Jun 2006, English, 154, Michael Dougherty (screenplay)  Dan Harris (screenplay)  Bryan Singer (story)  Michael Dougherty (story)  Dan Harris (story)  Jerry Siegel (characters)  Joe Shuster (characters), Bryan Singer, 6.1, PG-13, tt0348150, 223631, Action  Adventure  Fantasy, Nominated for 1 Oscar. Another 11 wins & 27 nominations.
