Star Wars: Episode III - Revenge of the Sith, 2005, 19 May 2005, English, 140, George Lucas, George Lucas, 7.7, PG-13, tt0121766, 421197, Action  Adventure  Fantasy, Nominated for 1 Oscar. Another 16 wins & 35 nominations.
Fantastic Four, 2005, 8 Jul 2005, English, 106, Mark Frost  Michael France  Stan Lee (Marvel comic book)  Jack Kirby (Marvel comic book), Tim Story, 5.7, PG-13, tt0120667, 236014, Action  Adventure  Sci-Fi, 1 win & 11 nominations.
Batman Begins, 2005, 15 Jun 2005, English, 140, Bob Kane (characters)  David S. Goyer (story)  Christopher Nolan (screenplay)  David S. Goyer (screenplay), Christopher Nolan, 8.3, PG-13, tt0372784, 810271, Action  Adventure, Nominated for 1 Oscar. Another 17 wins & 48 nominations.
Sin City, 2005, 1 Apr 2005, English, 124, Frank Miller (graphic novels), Frank Miller  Robert Rodriguez  Quentin Tarantino, 8.1, R, tt0401792, 576716, Crime  Thriller, 25 wins & 35 nominations.
Charlie and the Chocolate Factory, 2005, 15 Jul 2005, English, 115, Roald Dahl (book)  John August (screenplay), Tim Burton, 6.7, PG, tt0367594, 275341, Adventure  Comedy  Family, Nominated for 1 Oscar. Another 13 wins & 37 nominations.
Harry Potter and the Goblet of Fire, 2005, 18 Nov 2005, English, 157, Steve Kloves (screenplay)  J.K. Rowling (novel), Mike Newell, 7.6, PG-13, tt0330373, 332386, Adventure  Family  Fantasy, Nominated for 1 Oscar. Another 11 wins & 38 nominations.
Pride & Prejudice, 2005, 23 Nov 2005, English, 129, Jane Austen (novel)  Deborah Moggach (screenplay), Joe Wright, 7.8, PG, tt0414387, 167871, Drama  Romance, Nominated for 4 Oscars. Another 18 wins & 41 nominations.
The Longest Yard, 2005, 27 May 2005, English, 113, Albert S. Ruddy (story)  Tracy Keenan Wynn  Sheldon Turner (screenplay), Peter Segal, 6.3, PG-13, tt0398165, 112715, Comedy  Crime  Sport, 2 wins & 15 nominations.
Into the Blue, 2005, 30 Sep 2005, English, 110, Matt Johnson, John Stockwell, 5.8, PG-13, tt0378109, 58239, Action  Adventure  Crime, 1 win & 1 nomination.
Serenity, 2005, 30 Sep 2005, English, 119, Joss Whedon, Joss Whedon, 8.0, PG-13, tt0379786, 220163, Action  Adventure  Sci-Fi, 8 wins & 5 nominations.
Crash, 2005, 16 Mar 2007, Spanish, 10, Nacho Vigalondo, Nacho Vigalondo, 6.4, N/A, tt0485877, 260, Short  Action, N/A
The Chronicles of Narnia: The Lion  the Witch and the Wardrobe, 2005, 9 Dec 2005, English, 143, Ann Peacock (screenplay)  Andrew Adamson (screenplay)  Christopher Markus (screenplay)  Stephen McFeely (screenplay)  C.S. Lewis (book), Andrew Adamson, 6.9, PG, tt0363771, 251754, Adventure  Family  Fantasy, Won 1 Oscar. Another 14 wins & 39 nominations.
Brokeback Mountain, 2005, 13 Jan 2006, English, 134, Annie Proulx (short story)  Larry McMurtry (screenplay)  Diana Ossana (screenplay), Ang Lee, 7.7, R, tt0388795, 235473, Drama  Romance, Won 3 Oscars. Another 141 wins & 75 nominations.
Downfall, 2005, 14 Jun 2005, English, 90, Duke White, Hudson White, N/A, UNRATED, tt1557561, N/A, Drama, N/A
King Kong, 2005, 14 Dec 2005, English, 187, Fran Walsh (screenplay)  Philippa Boyens (screenplay)  Peter Jackson (screenplay)  Merian C. Cooper (based on a story by)  Edgar Wallace (based on a story by), Peter Jackson, 7.3, PG-13, tt0360717, 285455, Action  Adventure  Drama, Won 3 Oscars. Another 39 wins & 66 nominations.
Walk the Line, 2005, 18 Nov 2005, English, 136, Johnny Cash (book)  Johnny Cash (book)  Gill Dennis  James Mangold, James Mangold, 7.9, PG-13, tt0358273, 174002, Biography  Drama  Music, Won 1 Oscar. Another 43 wins & 33 nominations.
Wedding Crashers, 2005, 15 Jul 2005, English, 119, Steve Faber  Bob Fisher, David Dobkin, 7.0, R, tt0396269, 254518, Comedy  Romance, 11 wins & 8 nominations.
Constantine, 2005, 18 Feb 2005, English, 121, Jamie Delano (comic book "Hellblazer")  Garth Ennis (comic book "Hellblazer")  Kevin Brodbin (story)  Kevin Brodbin (screenplay)  Frank A. Cappello (screenplay), Francis Lawrence, 6.9, R, tt0360486, 209155, Drama  Fantasy  Horror, 2 wins & 6 nominations.
Kingdom of Heaven, 2005, 6 May 2005, English, 144, William Monahan, Ridley Scott, 7.2, R, tt0320661, 192899, Action  Adventure  Drama, 4 wins & 12 nominations.
The Hitchhiker's Guide to the Galaxy, 2005, 29 Apr 2005, English, 109, Douglas Adams (book)  Douglas Adams (screenplay)  Karey Kirkpatrick (screenplay), Garth Jennings, 6.8, PG, tt0371724, 140663, Adventure  Comedy  Sci-Fi, 1 win & 7 nominations.
The Devil's Rejects, 2005, 22 Jul 2005, English, 107, Rob Zombie  Rob Zombie (characters), Rob Zombie, 6.9, R, tt0395584, 69910, Crime  Drama  Horror, 10 wins & 4 nominations.
Elektra, 2005, 14 Jan 2005, English, 97, Mark Steven Johnson (motion picture characters)  Frank Miller (comic book characters)  Zak Penn  Stu Zicherman  Raven Metzner, Rob Bowman, 4.8, PG-13, tt0357277, 63776, Action  Crime  Fantasy, 2 nominations.
The Island, 2005, 22 Jul 2005, English, 136, Caspian Tredwell-Owen (screenplay)  Alex Kurtzman (screenplay)  Roberto Orci (screenplay)  Caspian Tredwell-Owen (story), Michael Bay, 6.9, PG-13, tt0399201, 244306, Action  Adventure  Sci-Fi, 1 win & 3 nominations.
Sky High, 2005, 29 Jul 2005, English, 100, Paul Hernandez  Robert Schooley  Mark McCorkle, Mike Mitchell, 6.2, PG, tt0405325, 54869, Adventure  Comedy  Family, 1 nomination.
The Sisterhood of the Traveling Pants, 2005, 1 Jun 2005, English, 119, Ann Brashares (novel)  Delia Ephron (screenplay)  Elizabeth Chandler (screenplay), Ken Kwapis, 6.6, PG, tt0403508, 40371, Comedy  Drama, 1 win & 14 nominations.
War of the Worlds, 2005, 29 Jun 2005, English, 116, Josh Friedman (screenplay)  David Koepp (screenplay)  H.G. Wells (novel), Steven Spielberg, 6.5, PG-13, tt0407304, 296010, Adventure  Sci-Fi  Thriller, Nominated for 3 Oscars. Another 13 wins & 31 nominations.
Star Wars: Episode III - Revenge of the Sith, 2005, 19 May 2005, English, 140, George Lucas, George Lucas, 7.7, PG-13, tt0121766, 421197, Action  Adventure  Fantasy, Nominated for 1 Oscar. Another 16 wins & 35 nominations.
Fantastic Four, 2005, 8 Jul 2005, English, 106, Mark Frost  Michael France  Stan Lee (Marvel comic book)  Jack Kirby (Marvel comic book), Tim Story, 5.7, PG-13, tt0120667, 236014, Action  Adventure  Sci-Fi, 1 win & 11 nominations.
Batman Begins, 2005, 15 Jun 2005, English, 140, Bob Kane (characters)  David S. Goyer (story)  Christopher Nolan (screenplay)  David S. Goyer (screenplay), Christopher Nolan, 8.3, PG-13, tt0372784, 810271, Action  Adventure, Nominated for 1 Oscar. Another 17 wins & 48 nominations.
Sin City, 2005, 1 Apr 2005, English, 124, Frank Miller (graphic novels), Frank Miller  Robert Rodriguez  Quentin Tarantino, 8.1, R, tt0401792, 576716, Crime  Thriller, 25 wins & 35 nominations.
Charlie and the Chocolate Factory, 2005, 15 Jul 2005, English, 115, Roald Dahl (book)  John August (screenplay), Tim Burton, 6.7, PG, tt0367594, 275341, Adventure  Comedy  Family, Nominated for 1 Oscar. Another 13 wins & 37 nominations.
Harry Potter and the Goblet of Fire, 2005, 18 Nov 2005, English, 157, Steve Kloves (screenplay)  J.K. Rowling (novel), Mike Newell, 7.6, PG-13, tt0330373, 332386, Adventure  Family  Fantasy, Nominated for 1 Oscar. Another 11 wins & 38 nominations.
Pride & Prejudice, 2005, 23 Nov 2005, English, 129, Jane Austen (novel)  Deborah Moggach (screenplay), Joe Wright, 7.8, PG, tt0414387, 167871, Drama  Romance, Nominated for 4 Oscars. Another 18 wins & 41 nominations.
The Longest Yard, 2005, 27 May 2005, English, 113, Albert S. Ruddy (story)  Tracy Keenan Wynn  Sheldon Turner (screenplay), Peter Segal, 6.3, PG-13, tt0398165, 112715, Comedy  Crime  Sport, 2 wins & 15 nominations.
Into the Blue, 2005, 30 Sep 2005, English, 110, Matt Johnson, John Stockwell, 5.8, PG-13, tt0378109, 58239, Action  Adventure  Crime, 1 win & 1 nomination.
Serenity, 2005, 30 Sep 2005, English, 119, Joss Whedon, Joss Whedon, 8.0, PG-13, tt0379786, 220163, Action  Adventure  Sci-Fi, 8 wins & 5 nominations.
Crash, 2005, 16 Mar 2007, Spanish, 10, Nacho Vigalondo, Nacho Vigalondo, 6.4, N/A, tt0485877, 260, Short  Action, N/A
The Chronicles of Narnia: The Lion  the Witch and the Wardrobe, 2005, 9 Dec 2005, English, 143, Ann Peacock (screenplay)  Andrew Adamson (screenplay)  Christopher Markus (screenplay)  Stephen McFeely (screenplay)  C.S. Lewis (book), Andrew Adamson, 6.9, PG, tt0363771, 251754, Adventure  Family  Fantasy, Won 1 Oscar. Another 14 wins & 39 nominations.
Brokeback Mountain, 2005, 13 Jan 2006, English, 134, Annie Proulx (short story)  Larry McMurtry (screenplay)  Diana Ossana (screenplay), Ang Lee, 7.7, R, tt0388795, 235473, Drama  Romance, Won 3 Oscars. Another 141 wins & 75 nominations.
Downfall, 2005, 14 Jun 2005, English, 90, Duke White, Hudson White, N/A, UNRATED, tt1557561, N/A, Drama, N/A
King Kong, 2005, 14 Dec 2005, English, 187, Fran Walsh (screenplay)  Philippa Boyens (screenplay)  Peter Jackson (screenplay)  Merian C. Cooper (based on a story by)  Edgar Wallace (based on a story by), Peter Jackson, 7.3, PG-13, tt0360717, 285455, Action  Adventure  Drama, Won 3 Oscars. Another 39 wins & 66 nominations.
Walk the Line, 2005, 18 Nov 2005, English, 136, Johnny Cash (book)  Johnny Cash (book)  Gill Dennis  James Mangold, James Mangold, 7.9, PG-13, tt0358273, 174002, Biography  Drama  Music, Won 1 Oscar. Another 43 wins & 33 nominations.
Wedding Crashers, 2005, 15 Jul 2005, English, 119, Steve Faber  Bob Fisher, David Dobkin, 7.0, R, tt0396269, 254518, Comedy  Romance, 11 wins & 8 nominations.
Constantine, 2005, 18 Feb 2005, English, 121, Jamie Delano (comic book "Hellblazer")  Garth Ennis (comic book "Hellblazer")  Kevin Brodbin (story)  Kevin Brodbin (screenplay)  Frank A. Cappello (screenplay), Francis Lawrence, 6.9, R, tt0360486, 209155, Drama  Fantasy  Horror, 2 wins & 6 nominations.
Kingdom of Heaven, 2005, 6 May 2005, English, 144, William Monahan, Ridley Scott, 7.2, R, tt0320661, 192899, Action  Adventure  Drama, 4 wins & 12 nominations.
The Hitchhiker's Guide to the Galaxy, 2005, 29 Apr 2005, English, 109, Douglas Adams (book)  Douglas Adams (screenplay)  Karey Kirkpatrick (screenplay), Garth Jennings, 6.8, PG, tt0371724, 140663, Adventure  Comedy  Sci-Fi, 1 win & 7 nominations.
The Devil's Rejects, 2005, 22 Jul 2005, English, 107, Rob Zombie  Rob Zombie (characters), Rob Zombie, 6.9, R, tt0395584, 69910, Crime  Drama  Horror, 10 wins & 4 nominations.
Elektra, 2005, 14 Jan 2005, English, 97, Mark Steven Johnson (motion picture characters)  Frank Miller (comic book characters)  Zak Penn  Stu Zicherman  Raven Metzner, Rob Bowman, 4.8, PG-13, tt0357277, 63776, Action  Crime  Fantasy, 2 nominations.
