Iron Man 3, 2013, 3 May 2013, English, 130, Drew Pearce (screenplay)  Shane Black (screenplay)  Stan Lee (based on the Marvel comic book by)  Don Heck (based on the Marvel comic book by)  Larry Lieber (based on the Marvel comic book by)  Jack Kirby (based on the Marvel comic book by)  Warren Ellis (based on the "Extremis" mini-series written by)  Adi Granov (based on the "Extremis" mini-series illustrated by), Shane Black, 7.3, PG-13, tt1300854, 462761, Action  Adventure  Sci-Fi, Nominated for 1 Oscar. Another 21 wins & 40 nominations.
Thor: The Dark World, 2013, 8 Nov 2013, English, 112, Christopher Yost (screenplay)  Christopher Markus (screenplay)  Stephen McFeely (screenplay)  Don Payne (story)  Robert Rodat (story)  Stan Lee (comic book)  Larry Lieber (comic book)  Jack Kirby (comic book), Alan Taylor, 7.1, PG-13, tt1981115, 327534, Action  Adventure  Fantasy, 1 win & 18 nominations.
The Wolf of Wall Street, 2013, 25 Dec 2013, English, 180, Terence Winter (screenplay)  Jordan Belfort (book), Martin Scorsese, 8.2, R, tt0993846, 572308, Biography  Comedy  Crime, Nominated for 5 Oscars. Another 35 wins & 108 nominations.
Frozen, 2013, 27 Nov 2013, English, 102, Jennifer Lee (screenplay)  Hans Christian Andersen (inspired by the story "The Snow Queen" by)  Chris Buck (story)  Jennifer Lee (story)  Shane Morris (story)  Dean Wellins (additional story), Chris Buck  Jennifer Lee, 7.7, PG, tt2294629, 339336, Animation  Adventure  Comedy, Won 2 Oscars. Another 74 wins & 52 nominations.
Man of Steel, 2013, 14 Jun 2013, English, 143, David S. Goyer (screenplay)  David S. Goyer (story)  Christopher Nolan (story)  Jerry Siegel (Superman created by)  Joe Shuster (Superman created by), Zack Snyder, 7.2, PG-13, tt0770828, 459402, Action  Adventure  Fantasy, 7 wins & 34 nominations.
The Great Gatsby, 2013, 10 May 2013, English, 143, Baz Luhrmann (screenplay)  Craig Pearce (screenplay)  F. Scott Fitzgerald (based on the novel by), Baz Luhrmann, 7.3, PG-13, tt1343092, 309540, Drama  Romance, Won 2 Oscars. Another 43 wins & 63 nominations.
Fast, 2013, N/A, English, 11, Melanie Vesey, Melanie Vesey, N/A, N/A, tt3313776, N/A, Short  Drama  Fantasy, N/A
Her, 2013, 10 Jan 2014, English, 126, Spike Jonze, Spike Jonze, 8.0, R, tt1798709, 277317, Drama  Romance  Sci-Fi, Won 1 Oscar. Another 97 wins & 117 nominations.
Now You See Me, 2013, 31 May 2013, English, 115, Ed Solomon (screenplay)  Boaz Yakin (screenplay)  Edward Ricourt (screenplay)  Boaz Yakin (story)  Edward Ricourt (story), Louis Leterrier, 7.3, PG-13, tt1670345, 369923, Crime  Mystery  Thriller, 1 win & 3 nominations.
Kick-Ass 2, 2013, 16 Aug 2013, English, 103, Jeff Wadlow (screenplay)  Mark Millar (comic book)  John Romita Jr. (comic book), Jeff Wadlow, 6.7, R, tt1650554, 169071, Action  Comedy  Crime, 1 win & 6 nominations.
