Star Wars: Episode II - Attack of the Clones, 2002, 16 May 2002, English, 142, George Lucas (story)  George Lucas (screenplay)  Jonathan Hales (screenplay), George Lucas, 6.7, PG, tt0121765, 371000, Action  Adventure  Fantasy, Nominated for 1 Oscar. Another 13 wins & 45 nominations.
Spider-Man, 2002, 3 May 2002, English, 121, Stan Lee (Marvel comic book)  Steve Ditko (Marvel comic book)  David Koepp (screenplay), Sam Raimi, 7.3, PG-13, tt0145487, 469917, Action  Adventure, Nominated for 2 Oscars. Another 13 wins & 48 nominations.
Scooby Doo: Unmasking the Mystery, 2002, 11 Oct 2002, English, 22, N/A, N/A, 5.5, N/A, tt1392231, 8, Documentary  Short, N/A
Men in Black II, 2002, 3 Jul 2002, English, 88, Lowell Cunningham (comic book "Malibu Comics")  Robert Gordon (story)  Robert Gordon (screenplay)  Barry Fanaro (screenplay), Barry Sonnenfeld, 6.0, PG-13, tt0120912, 229086, Action  Comedy  Fantasy, 2 wins & 9 nominations.
Inside a Beautiful Mind, 2002, 3 Mar 2002, English, 23, Lorna Anozie, Lorna Anozie, 5.1, N/A, tt0317717, 94, Short  Documentary, N/A
The Essence of Combat: Making 'Black Hawk Down', 2002, 3 Jun 2003, English, 150, N/A, N/A, 7.4, N/A, tt0367710, 176, Documentary, N/A
Catch Me If You Can, 2002, 25 Dec 2002, English, 141, Jeff Nathanson (screenplay)  Frank Abagnale Jr. (book)  Stan Redding (book), Steven Spielberg, 8.0, PG-13, tt0264464, 416430, Biography  Crime  Drama, Nominated for 2 Oscars. Another 13 wins & 27 nominations.
Secretary, 2002, 14 Nov 2002, English, 104, Erin Cressida Wilson (screenplay)  Mary Gaitskill (short story)  Steven Shainberg (story)  Erin Cressida Wilson (story), Steven Shainberg, 7.1, R, tt0274812, 62201, Comedy  Drama  Romance, Nominated for 1 Golden Globe. Another 18 wins & 20 nominations.
Harry Potter and the Chamber of Secrets, 2002, 15 Nov 2002, English, 161, J.K. Rowling (novel)  Steve Kloves (screenplay), Chris Columbus, 7.3, PG, tt0295297, 331326, Adventure  Family  Fantasy, Nominated for 3 BAFTA Film Awards. Another 10 wins & 36 nominations.
The Lord of the Rings: The Two Towers, 2002, 18 Dec 2002, English, 179, J.R.R. Tolkien (novel)  Fran Walsh (screenplay)  Philippa Boyens (screenplay)  Stephen Sinclair (screenplay)  Peter Jackson (screenplay), Peter Jackson, 8.8, PG-13, tt0167261, 925076, Adventure  Fantasy, Won 2 Oscars. Another 101 wins & 101 nominations.
8 Mile, 2002, 8 Nov 2002, English, 110, Scott Silver, Curtis Hanson, 6.9, R, tt0298203, 158212, Drama  Music, Won 1 Oscar. Another 10 wins & 19 nominations.
A Walk to Remember, 2002, 25 Jan 2002, English, 101, Nicholas Sparks (novel)  Karen Janszen (screenplay), Adam Shankman, 7.4, PG, tt0281358, 142495, Drama  Romance, 4 wins & 2 nominations.
Gangs of New York, 2002, 20 Dec 2002, English, 167, Jay Cocks (story)  Jay Cocks (screenplay)  Steven Zaillian (screenplay)  Kenneth Lonergan (screenplay), Martin Scorsese, 7.5, R, tt0217505, 275166, Crime  Drama  History, Nominated for 10 Oscars. Another 54 wins & 77 nominations.
Resident Evil, 2002, 15 Mar 2002, English, 100, Paul W.S. Anderson, Paul W.S. Anderson, 6.7, R, tt0120804, 180005, Action  Horror  Sci-Fi, 4 nominations.
We Were Soldiers, 2002, 1 Mar 2002, English, 138, Harold G. Moore (book)  Joseph L. Galloway (book)  Randall Wallace (screenplay), Randall Wallace, 7.1, R, tt0277434, 90742, Action  Drama  History, 1 win & 5 nominations.
Die Another Day, 2002, 22 Nov 2002, English, 133, Ian Fleming (characters)  Neal Purvis  Robert Wade, Lee Tamahori, 6.1, PG-13, tt0246460, 150750, Action  Adventure  Crime, Nominated for 1 Golden Globe. Another 5 wins & 29 nominations.
The Ring, 2002, 18 Oct 2002, English, 115, Ehren Kruger (screenplay)  Kôji Suzuki (novel), Gore Verbinski, 7.1, PG-13, tt0298130, 217945, Horror  Mystery, 12 wins & 7 nominations.
Minority Report, 2002, 21 Jun 2002, English, 145, Philip K. Dick (short story)  Scott Frank (screenplay)  Jon Cohen (screenplay), Steven Spielberg, 7.7, PG-13, tt0181689, 355674, Action  Mystery  Sci-Fi, Nominated for 1 Oscar. Another 17 wins & 65 nominations.
The Bourne Identity, 2002, 14 Jun 2002, English, 119, Tony Gilroy (screenplay)  W. Blake Herron (screenplay)  Robert Ludlum (novel), Doug Liman, 7.9, PG-13, tt0258463, 350588, Action  Mystery  Thriller, 3 wins & 4 nominations.
Austin Powers in Goldmember, 2002, 26 Jul 2002, English, 94, Mike Myers  Michael McCullers  Mike Myers (characters created by), Jay Roach, 6.2, PG-13, tt0295178, 147754, Action  Comedy  Crime, 5 wins & 19 nominations.
xXx, 2002, 9 Aug 2002, English, 124, Rich Wilkes, Rob Cohen, 5.8, PG-13, tt0295701, 130060, Action  Adventure  Thriller, 4 wins & 12 nominations.
About a Boy, 2002, 17 May 2002, English, 101, Nick Hornby (novel)  Peter Hedges (screenplay)  Chris Weitz (screenplay)  Paul Weitz (screenplay), Chris Weitz  Paul Weitz, 7.1, PG-13, tt0276751, 133044, Comedy  Drama  Romance, Nominated for 1 Oscar. Another 12 wins & 21 nominations.
Lilo & Stitch, 2002, 21 Jun 2002, English, 85, Chris Sanders (idea)  Chris Sanders  Dean DeBlois, Dean DeBlois  Chris Sanders, 7.1, PG, tt0275847, 95837, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 10 wins & 25 nominations.
Red Dragon, 2002, 4 Oct 2002, English, 124, Thomas Harris (novel)  Ted Tally (screenplay), Brett Ratner, 7.2, R, tt0289765, 185897, Crime  Thriller, 6 wins & 8 nominations.
Sweet Home Alabama, 2002, 27 Sep 2002, English, 108, Douglas J. Eboch (story)  C. Jay Cox (screenplay), Andy Tennant, 6.1, PG-13, tt0256415, 75520, Comedy  Romance, 3 wins & 6 nominations.
Equilibrium, 2002, 26 Feb 2003, English, 107, Kurt Wimmer, Kurt Wimmer, 7.6, R, tt0238380, 237143, Action  Drama  Sci-Fi, 2 nominations.
Signs, 2002, 2 Aug 2002, English, 106, M. Night Shyamalan, M. Night Shyamalan, 6.7, PG-13, tt0286106, 246485, Drama  Sci-Fi  Thriller, 3 wins & 19 nominations.
Panic Room, 2002, 29 Mar 2002, English, 112, David Koepp, David Fincher, 6.8, R, tt0258000, 185504, Thriller, 1 win & 8 nominations.
Star Wars: Episode II - Attack of the Clones, 2002, 16 May 2002, English, 142, George Lucas (story)  George Lucas (screenplay)  Jonathan Hales (screenplay), George Lucas, 6.7, PG, tt0121765, 371000, Action  Adventure  Fantasy, Nominated for 1 Oscar. Another 13 wins & 45 nominations.
Spider-Man, 2002, 3 May 2002, English, 121, Stan Lee (Marvel comic book)  Steve Ditko (Marvel comic book)  David Koepp (screenplay), Sam Raimi, 7.3, PG-13, tt0145487, 469917, Action  Adventure, Nominated for 2 Oscars. Another 13 wins & 48 nominations.
Scooby Doo: Unmasking the Mystery, 2002, 11 Oct 2002, English, 22, N/A, N/A, 5.5, N/A, tt1392231, 8, Documentary  Short, N/A
Men in Black II, 2002, 3 Jul 2002, English, 88, Lowell Cunningham (comic book "Malibu Comics")  Robert Gordon (story)  Robert Gordon (screenplay)  Barry Fanaro (screenplay), Barry Sonnenfeld, 6.0, PG-13, tt0120912, 229086, Action  Comedy  Fantasy, 2 wins & 9 nominations.
Inside a Beautiful Mind, 2002, 3 Mar 2002, English, 23, Lorna Anozie, Lorna Anozie, 5.1, N/A, tt0317717, 94, Short  Documentary, N/A
The Essence of Combat: Making 'Black Hawk Down', 2002, 3 Jun 2003, English, 150, N/A, N/A, 7.4, N/A, tt0367710, 176, Documentary, N/A
Catch Me If You Can, 2002, 25 Dec 2002, English, 141, Jeff Nathanson (screenplay)  Frank Abagnale Jr. (book)  Stan Redding (book), Steven Spielberg, 8.0, PG-13, tt0264464, 416430, Biography  Crime  Drama, Nominated for 2 Oscars. Another 13 wins & 27 nominations.
Secretary, 2002, 14 Nov 2002, English, 104, Erin Cressida Wilson (screenplay)  Mary Gaitskill (short story)  Steven Shainberg (story)  Erin Cressida Wilson (story), Steven Shainberg, 7.1, R, tt0274812, 62201, Comedy  Drama  Romance, Nominated for 1 Golden Globe. Another 18 wins & 20 nominations.
Harry Potter and the Chamber of Secrets, 2002, 15 Nov 2002, English, 161, J.K. Rowling (novel)  Steve Kloves (screenplay), Chris Columbus, 7.3, PG, tt0295297, 331326, Adventure  Family  Fantasy, Nominated for 3 BAFTA Film Awards. Another 10 wins & 36 nominations.
The Lord of the Rings: The Two Towers, 2002, 18 Dec 2002, English, 179, J.R.R. Tolkien (novel)  Fran Walsh (screenplay)  Philippa Boyens (screenplay)  Stephen Sinclair (screenplay)  Peter Jackson (screenplay), Peter Jackson, 8.8, PG-13, tt0167261, 925076, Adventure  Fantasy, Won 2 Oscars. Another 101 wins & 101 nominations.
8 Mile, 2002, 8 Nov 2002, English, 110, Scott Silver, Curtis Hanson, 6.9, R, tt0298203, 158212, Drama  Music, Won 1 Oscar. Another 10 wins & 19 nominations.
A Walk to Remember, 2002, 25 Jan 2002, English, 101, Nicholas Sparks (novel)  Karen Janszen (screenplay), Adam Shankman, 7.4, PG, tt0281358, 142495, Drama  Romance, 4 wins & 2 nominations.
Gangs of New York, 2002, 20 Dec 2002, English, 167, Jay Cocks (story)  Jay Cocks (screenplay)  Steven Zaillian (screenplay)  Kenneth Lonergan (screenplay), Martin Scorsese, 7.5, R, tt0217505, 275166, Crime  Drama  History, Nominated for 10 Oscars. Another 54 wins & 77 nominations.
Resident Evil, 2002, 15 Mar 2002, English, 100, Paul W.S. Anderson, Paul W.S. Anderson, 6.7, R, tt0120804, 180005, Action  Horror  Sci-Fi, 4 nominations.
We Were Soldiers, 2002, 1 Mar 2002, English, 138, Harold G. Moore (book)  Joseph L. Galloway (book)  Randall Wallace (screenplay), Randall Wallace, 7.1, R, tt0277434, 90742, Action  Drama  History, 1 win & 5 nominations.
Die Another Day, 2002, 22 Nov 2002, English, 133, Ian Fleming (characters)  Neal Purvis  Robert Wade, Lee Tamahori, 6.1, PG-13, tt0246460, 150750, Action  Adventure  Crime, Nominated for 1 Golden Globe. Another 5 wins & 29 nominations.
The Ring, 2002, 18 Oct 2002, English, 115, Ehren Kruger (screenplay)  Kôji Suzuki (novel), Gore Verbinski, 7.1, PG-13, tt0298130, 217945, Horror  Mystery, 12 wins & 7 nominations.
Minority Report, 2002, 21 Jun 2002, English, 145, Philip K. Dick (short story)  Scott Frank (screenplay)  Jon Cohen (screenplay), Steven Spielberg, 7.7, PG-13, tt0181689, 355674, Action  Mystery  Sci-Fi, Nominated for 1 Oscar. Another 17 wins & 65 nominations.
The Bourne Identity, 2002, 14 Jun 2002, English, 119, Tony Gilroy (screenplay)  W. Blake Herron (screenplay)  Robert Ludlum (novel), Doug Liman, 7.9, PG-13, tt0258463, 350588, Action  Mystery  Thriller, 3 wins & 4 nominations.
Austin Powers in Goldmember, 2002, 26 Jul 2002, English, 94, Mike Myers  Michael McCullers  Mike Myers (characters created by), Jay Roach, 6.2, PG-13, tt0295178, 147754, Action  Comedy  Crime, 5 wins & 19 nominations.
xXx, 2002, 9 Aug 2002, English, 124, Rich Wilkes, Rob Cohen, 5.8, PG-13, tt0295701, 130060, Action  Adventure  Thriller, 4 wins & 12 nominations.
About a Boy, 2002, 17 May 2002, English, 101, Nick Hornby (novel)  Peter Hedges (screenplay)  Chris Weitz (screenplay)  Paul Weitz (screenplay), Chris Weitz  Paul Weitz, 7.1, PG-13, tt0276751, 133044, Comedy  Drama  Romance, Nominated for 1 Oscar. Another 12 wins & 21 nominations.
Lilo & Stitch, 2002, 21 Jun 2002, English, 85, Chris Sanders (idea)  Chris Sanders  Dean DeBlois, Dean DeBlois  Chris Sanders, 7.1, PG, tt0275847, 95837, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 10 wins & 25 nominations.
Red Dragon, 2002, 4 Oct 2002, English, 124, Thomas Harris (novel)  Ted Tally (screenplay), Brett Ratner, 7.2, R, tt0289765, 185897, Crime  Thriller, 6 wins & 8 nominations.
Sweet Home Alabama, 2002, 27 Sep 2002, English, 108, Douglas J. Eboch (story)  C. Jay Cox (screenplay), Andy Tennant, 6.1, PG-13, tt0256415, 75520, Comedy  Romance, 3 wins & 6 nominations.
Equilibrium, 2002, 26 Feb 2003, English, 107, Kurt Wimmer, Kurt Wimmer, 7.6, R, tt0238380, 237143, Action  Drama  Sci-Fi, 2 nominations.
Signs, 2002, 2 Aug 2002, English, 106, M. Night Shyamalan, M. Night Shyamalan, 6.7, PG-13, tt0286106, 246485, Drama  Sci-Fi  Thriller, 3 wins & 19 nominations.
Panic Room, 2002, 29 Mar 2002, English, 112, David Koepp, David Fincher, 6.8, R, tt0258000, 185504, Thriller, 1 win & 8 nominations.
Insomnia, 2002, 24 May 2002, English, 118, Hillary Seitz (screenplay)  Nikolaj Frobenius  Erik Skjoldbjærg, Christopher Nolan, 7.2, R, tt0278504, 196354, Mystery  Thriller, 1 win & 10 nominations.
Frida, 2002, 22 Nov 2002, English, 123, Hayden Herrera (book)  Clancy Sigal (screenplay)  Diane Lake (screenplay)  Gregory Nava (screenplay)  Anna Thomas (screenplay), Julie Taymor, 7.4, R, tt0120679, 55452, Biography  Drama  Romance, Won 2 Oscars. Another 17 wins & 33 nominations.
The Transporter, 2002, 11 Oct 2002, English, 92, Luc Besson  Robert Mark Kamen, Louis Leterrier  Corey Yuen, 6.8, PG-13, tt0293662, 210987, Action  Crime  Thriller, N/A
The Scorpion King, 2002, 19 Apr 2002, English, 92, Stephen Sommers (story)  Jonathan Hales (story)  Stephen Sommers (screenplay)  William Osborne (screenplay)  David Hayter (screenplay), Chuck Russell, 5.5, PG-13, tt0277296, 89254, Action  Adventure  Fantasy, 2 wins & 3 nominations.
Ice Age, 2002, 15 Mar 2002, English, 81, Michael J. Wilson (story)  Michael Berg (screenplay)  Michael J. Wilson (screenplay)  Peter Ackerman (screenplay)  James Bresnahan (additional story)  Doug Compton (additional story)  Mike Thurmeier (additional story)  Jeff Siergey (additional story)  Galen T. Chu (additional story)  Xeth Feinberg (additional story), Chris Wedge  Carlos Saldanha, 7.6, PG, tt0268380, 278878, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 5 wins & 25 nominations.
Unfaithful, 2002, 10 May 2002, English, 124, Claude Chabrol (film "La Femme infidèle")  Alvin Sargent (screenplay)  William Broyles Jr. (screenplay), Adrian Lyne, 6.7, R, tt0250797, 57033, Drama  Romance  Thriller, Nominated for 1 Oscar. Another 6 wins & 10 nominations.
Road to Perdition, 2002, 12 Jul 2002, English, 117, Max Allan Collins (graphic novel)  Richard Piers Rayner (graphic novel)  David Self (screenplay), Sam Mendes, 7.7, R, tt0257044, 182514, Crime  Drama  Thriller, Won 1 Oscar. Another 25 wins & 63 nominations.
The Making of 'Frailty', 2002, N/A, English, N/A, N/A, Scott Thomson, 6.7, N/A, tt0360772, 50, Documentary, N/A
Treasure Planet, 2002, 27 Nov 2002, English, 95, Robert Louis Stevenson (novel)  Ron Clements (screenplay)  John Musker (screenplay)  Rob Edwards (screenplay)  Ron Clements (animation story)  John Musker (animation story)  Ted Elliott (animation story)  Terry Rossio (animation story), Ron Clements  John Musker, 7.0, PG, tt0133240, 59198, Animation  Adventure  Family, Nominated for 1 Oscar. Another 1 win & 12 nominations.
Queen of the Damned, 2002, 22 Feb 2002, English, 101, Anne Rice (novels)  Scott Abbott (screenplay)  Michael Petroni (screenplay), Michael Rymer, 5.2, R, tt0238546, 40342, Fantasy  Horror  Music, 1 win & 5 nominations.
Enough, 2002, 24 May 2002, English, 115, Nicholas Kazan, Michael Apted, 5.5, PG-13, tt0278435, 27254, Crime  Drama  Thriller, 3 nominations.
Adaptation., 2002, 14 Feb 2003, English, 114, Susan Orlean (book)  Charlie Kaufman (screenplay)  Donald Kaufman (screenplay), Spike Jonze, 7.7, R, tt0268126, 130415, Comedy  Drama, Won 1 Oscar. Another 62 wins & 75 nominations.
Reign of Fire, 2002, 12 Jul 2002, English, 101, Gregg Chabot (story)  Kevin Peterka (story)  Gregg Chabot (screenplay)  Kevin Peterka (screenplay)  Matt Greenberg (screenplay), Rob Bowman, 6.2, PG-13, tt0253556, 98256, Action  Adventure  Fantasy, 1 win & 2 nominations.
40 Days and 40 Nights, 2002, 1 Mar 2002, English, 96, Rob Perez, Michael Lehmann, 5.6, R, tt0243736, 58805, Comedy  Romance, 1 win & 2 nominations.
The Time Machine, 2002, 8 Mar 2002, English, 96, H.G. Wells (novel)  David Duncan (earlier screenplay)  John Logan (screenplay), Simon Wells, 5.9, PG-13, tt0268695, 97009, Sci-Fi  Adventure  Action, Nominated for 1 Oscar. Another 1 win.
Solaris, 2002, 27 Nov 2002, English, 99, Stanislaw Lem (novel)  Steven Soderbergh (screenplay), Steven Soderbergh, 6.2, PG-13, tt0307479, 63491, Drama  Mystery  Romance, 2 wins & 8 nominations.
Star Trek: Nemesis, 2002, 13 Dec 2002, English, 116, Gene Roddenberry (television series Star Trek)  John Logan (story)  Rick Berman (story)  Brent Spiner (story)  John Logan (screenplay), Stuart Baird, 6.4, PG-13, tt0253754, 52179, Action  Adventure  Sci-Fi, 1 win & 4 nominations.
The Hot Chick, 2002, 13 Dec 2002, English, 104, Tom Brady  Rob Schneider, Tom Brady, 5.5, PG-13, tt0302640, 67399, Comedy  Fantasy, 3 nominations.
Crossroads, 2002, 15 Feb 2002, English, 93, Shonda Rhimes, Tamra Davis, 3.2, PG-13, tt0275022, 32495, Comedy  Drama  Music, 2 wins & 11 nominations.
My Big Fat Greek Wedding, 2002, 2 Aug 2002, English, 95, Nia Vardalos, Joel Zwick, 6.6, PG, tt0259446, 89240, Comedy  Romance, Nominated for 1 Oscar. Another 18 wins & 24 nominations.
High Crimes, 2002, 5 Apr 2002, English, 115, Joseph Finder (novel)  Yuri Zeltser (screenplay)  Grace Cary Bickley (screenplay), Carl Franklin, 6.3, PG-13, tt0257756, 27454, Crime  Drama  Mystery, 2 nominations.
Maid in Manhattan, 2002, 13 Dec 2002, English, 105, John Hughes (story)  Kevin Wade (screenplay), Wayne Wang, 5.0, PG-13, tt0252076, 61892, Comedy  Drama  Romance, 8 nominations.
The Rules of Attraction, 2002, 11 Oct 2002, English, 110, Bret Easton Ellis (novel)  Roger Avary (screenplay), Roger Avary, 6.8, R, tt0292644, 42209, Comedy  Drama  Romance, 1 win & 1 nomination.
Two Weeks Notice, 2002, 20 Dec 2002, English, 101, Marc Lawrence, Marc Lawrence, 6.0, PG-13, tt0313737, 76736, Comedy  Romance, 1 win & 3 nominations.
The Sum of All Fears, 2002, 31 May 2002, English, 124, Tom Clancy (novel)  Paul Attanasio (screenplay)  Daniel Pyne (screenplay), Phil Alden Robinson, 6.4, PG-13, tt0164184, 80197, Action  Drama  Thriller, 2 wins & 4 nominations.
Tuck Everlasting, 2002, 11 Oct 2002, English, 90, Natalie Babbitt (novel)  Jeffrey Lieber (screenplay)  James V. Hart (screenplay), Jay Russell, 6.7, PG, tt0283084, 16442, Drama  Romance  Family, 1 win & 3 nominations.
About Schmidt, 2002, 3 Jan 2003, English, 125, Louis Begley (novel)  Alexander Payne (screenplay)  Jim Taylor (screenplay), Alexander Payne, 7.2, R, tt0257360, 100692, Comedy  Drama, Nominated for 2 Oscars. Another 37 wins & 44 nominations.
Eight Legged Freaks, 2002, 17 Jul 2002, English, 99, Ellory Elkayem (story)  Randy Kornfield (story)  Jesse Alexander (screenplay)  Ellory Elkayem (screenplay), Ellory Elkayem, 5.4, PG-13, tt0271367, 40186, Action  Comedy  Horror, 1 nomination.
Ali G Indahouse, 2002, 22 Mar 2002, English, 85, Sacha Baron Cohen  Dan Mazer, Mark Mylod, 6.2, R, tt0284837, 62235, Comedy, N/A
John Q, 2002, 15 Feb 2002, English, 116, James Kearns, Nick Cassavetes, 7.0, PG-13, tt0251160, 88445, Crime  Drama  Thriller, 2 wins & 8 nominations.
The New Guy, 2002, 10 May 2002, English, 88, David Kendall, Ed Decter, 5.8, PG-13, tt0241760, 27195, Comedy, N/A
Mr. Deeds, 2002, 28 Jun 2002, English, 96, Clarence Budington Kelland (short story "Opera Hat")  Robert Riskin (film Mr. Deeds Goes to Town)  Tim Herlihy (screenplay), Steven Brill, 5.8, PG-13, tt0280590, 98367, Comedy, 4 wins & 7 nominations.
Dog Soldiers, 2002, 10 May 2002, English, 105, Neil Marshall, Neil Marshall, 6.9, R, tt0280609, 42139, Action  Comedy  Horror, 6 wins & 6 nominations.
By Any Means Necessary: The Making of 'Jason X', 2002, N/A, English, 17, N/A, Michelle Palmer, 4.8, N/A, tt0325136, 84, Short  Documentary, N/A
Ghost Ship, 2002, 25 Oct 2002, English, 91, Mark Hanlon (story)  Mark Hanlon (screenplay)  John Pogue (screenplay), Steve Beck, 5.4, R, tt0288477, 69449, Horror  Mystery, 1 win.
Drumline, 2002, 13 Dec 2002, English, 118, Shawn Schepps (story)  Tina Gordon Chism (screenplay)  Shawn Schepps (screenplay), Charles Stone III, 5.6, PG-13, tt0303933, 27272, Comedy  Drama  Romance, 12 nominations.
White Oleander, 2002, 11 Oct 2002, English, 109, Janet Fitch (novel)  Mary Agnes Donoghue (screenplay), Peter Kosminsky, 7.2, PG-13, tt0283139, 23834, Drama, 3 wins & 7 nominations.
Barbershop, 2002, 13 Sep 2002, English, 102, Mark Brown (story)  Mark Brown (screenplay)  Don D. Scott (screenplay)  Marshall Todd (screenplay), Tim Story, 6.3, PG-13, tt0303714, 19209, Comedy  Drama, 1 win & 17 nominations.
Spirit: Stallion of the Cimarron, 2002, 24 May 2002, English, 83, John Fusco (screenplay), Kelly Asbury  Lorna Cook, 7.0, G, tt0166813, 36125, Animation  Adventure  Comedy, Nominated for 1 Oscar. Another 8 wins & 18 nominations.
