Watchmen, 2009, 6 Mar 2009, English, 162, David Hayter (screenplay)  Alex Tse (screenplay)  Dave Gibbons (graphic novel illustrator), Zack Snyder, 7.6, R, tt0409459, 341180, Action  Mystery  Sci-Fi, 7 wins & 12 nominations.
Inglourious Basterds, 2009, 21 Aug 2009, English, 153, Quentin Tarantino, Quentin Tarantino  Eli Roth, 8.3, R, tt0361748, 710926, Adventure  Drama  War, Won 1 Oscar. Another 128 wins & 103 nominations.
Avatar, 2009, 18 Dec 2009, English, 162, James Cameron, James Cameron, 7.9, PG-13, tt0499549, 775719, Action  Adventure  Fantasy, Won 3 Oscars. Another 78 wins & 102 nominations.
X-Men Origins: Wolverine, 2009, 1 May 2009, English, 107, David Benioff (screenplay)  Skip Woods (screenplay), Gavin Hood, 6.7, PG-13, tt0458525, 297113, Action  Adventure  Sci-Fi, 2 wins & 12 nominations.
Fast, 2009, 28 Jul 2009, English, N/A, Chin Yu, Chin Yu, N/A, N/A, tt1872058, N/A, Short  Sci-Fi, N/A
Star Trek, 2009, 8 May 2009, English, 127, Roberto Orci  Alex Kurtzman  Gene Roddenberry (television series "Star Trek"), J.J. Abrams, 8.0, PG-13, tt0796366, 458022, Action  Adventure  Sci-Fi, Won 1 Oscar. Another 23 wins & 67 nominations.
The Hangover, 2009, 5 Jun 2009, English, 100, Jon Lucas  Scott Moore, Todd Phillips, 7.8, R, tt1119646, 511971, Comedy, Won 1 Golden Globe. Another 8 wins & 21 nominations.
Jennifer's Body, 2009, 18 Sep 2009, English, 102, Diablo Cody, Karyn Kusama, 5.1, R, tt1131734, 84245, Comedy  Horror, 2 wins & 3 nominations.
Taken, 2009, N/A, English, 24, Jason Brown, Jason Brown  John Hadden, 5.7, N/A, tt1391871, 10, Short, N/A
Up in the Air, 2009, 23 Dec 2009, English, 109, Walter Kirn (novel)  Jason Reitman (screenplay)  Sheldon Turner (screenplay), Jason Reitman, 7.5, R, tt1193138, 248540, Drama  Romance, Nominated for 6 Oscars. Another 93 wins & 112 nominations.
Zombieland, 2009, 2 Oct 2009, English, 88, Rhett Reese  Paul Wernick, Ruben Fleischer, 7.7, R, tt1156398, 334009, Comedy  Horror, 8 wins & 20 nominations.
Paul Blart: Mall Cop, 2009, 16 Jan 2009, English, 91, Kevin James  Nick Bakay, Steve Carr, 5.2, PG, tt1114740, 73192, Action  Comedy  Crime, 1 win & 3 nominations.
(500) Days of Summer, 2009, 7 Aug 2009, English, 95, Scott Neustadter  Michael H. Weber, Marc Webb, 7.8, PG-13, tt1022603, 327908, Comedy  Drama  Romance, Nominated for 2 Golden Globes. Another 19 wins & 43 nominations.
